Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
SNA,SJC,60,467298,706695,5231,342,11947589,1690832
STL,SJC,12,92295,146664,1040,1716,2655631,1690832
CVG,SJC,3,277,409,3,2017,1978593,1690832
ORD,SJC,61,298638,430681,3193,1829,17529224,1690832
ATL,SJC,13,76811,128473,706,2116,3872031,1690832
IAH,SJC,26,70350,89640,741,1608,4445918,1690832
ELP,SJC,1,129,139,1,964,694603,1690832
DTW,SJC,11,23238,45300,302,2063,8944948,1690832
DBQ,SJC,1,67,133,1,1685,87879,1690832
DFW,SJC,27,306645,475771,3294,1438,9475022,1690832
FAT,SJC,7,494,1238,10,129,755051,1690832
EWR,SJC,1,118,172,1,2548,17341505,1690832
RNO,SJC,65,215007,416640,3041,188,315959,1690832
AUS,SJC,13,79566,113259,823,1471,1104612,1690832
BOS,SJC,31,83788,177015,1051,2689,8506878,1690832
EKO,SJC,8,1172,1486,12,407,48011,1690832
MIA,SJC,1,170,188,1,2559,9383038,1690832
EWR,SAV,12,35045,48350,967,708,17341505,285257
TPA,SAV,1,97,108,1,297,2254405,285257
MIA,SAV,2,276,399,2,440,9383038,285257
SNA,SAV,1,161,180,1,2123,11947589,285257
CHS,SAV,3,202,398,3,86,542232,285257
DCA,SAV,1,148,183,1,520,9079986,285257
CAE,SAV,3,126,292,4,125,612073,285257
RDU,SAV,1,37,50,1,293,721489,285257
MEM,SAV,1,149,149,1,545,1156598,285257
MCO,SAV,1,119,119,1,255,1502837,285257
BDL,SAV,1,140,180,1,823,1109081,285257
LGA,SAV,2,212,218,2,722,34683010,285257
CLT,SAV,54,161346,232029,1833,214,1223835,285257
JAX,SAV,1,32,141,1,117,1064764,285257
ATL,SAV,64,442692,582162,3804,215,3872031,285257
AGS,SAV,12,19002,49558,349,96,480764,285257
DTW,SAV,1,103,110,1,706,8944948,285257
MCI,AVP,1,60,97,1,1011,1795891,552211
PHL,AVP,27,21984,38334,360,105,11020546,552211
DTW,AVP,1,7,100,1,398,8944948,552211
PIT,AVP,56,88718,165129,1398,243,2418452,552211
MKE,AVP,1,38,50,1,634,1459602,552211
ROC,AVP,1,92,92,2,158,1020109,552211
MDT,AVP,1,13,46,1,96,499340,552211
MHT,AVP,1,88,100,1,246,362477,552211
RIC,AVP,1,13,97,1,278,1046355,552211
SAV,AVP,1,31,50,1,704,285257,552211
ABE,AVP,8,554,977,10,50,714749,552211
LGA,AVP,1,44,141,1,104,34683010,552211
CLE,AVP,12,7110,16967,893,318,2121415,552211
GCC,SHR,4,1309,3583,114,77,32387,25154
CPR,SHR,1,24,31,1,131,63241,25154
DTW,SYR,47,85060,158077,1536,374,8944948,652649
IAH,SYR,2,251,290,2,1396,4445918,652649
ORD,SYR,52,165926,276163,2161,607,17529224,652649
ATL,SYR,27,65026,90046,723,793,3872031,652649
BUF,SYR,1,8,34,1,134,1151490,652649
CLT,SYR,22,34697,47284,363,603,1223835,652649
BWI,SYR,2,97,252,2,273,2480971,652649
CLE,SYR,22,27909,44215,1470,317,2121415,652649
GRB,SYR,1,100,100,1,608,268695,652649
JFK,SYR,16,27838,47416,1372,209,34683010,652649
LGA,SYR,37,34576,65887,619,198,34683010,652649
SJC,SYR,2,197,376,2,2425,1690832,652649
RIC,SYR,1,23,100,1,392,1046355,652649
PIT,SYR,49,92644,143688,1398,279,2418452,652649
PVD,SYR,2,250,286,2,257,1504679,652649
ROC,SYR,24,40662,108546,734,79,1020109,652649
STL,SYR,1,110,142,1,803,2655631,652649
BNA,SYR,1,25,97,1,741,1229700,652649
FWA,SYR,1,79,149,1,490,371629,652649
CVG,SYR,18,53586,78832,713,527,1978593,652649
BTV,SYR,1,40,46,1,175,192689,652649
BGM,SYR,1,46,100,1,63,248959,652649
MDT,SYR,1,94,108,1,204,499340,652649
MHT,SYR,2,181,209,2,236,362477,652649
DCA,SYR,37,61919,110159,981,298,9079986,652649
MSP,SYR,4,365,474,4,860,2830434,652649
LAX,SYR,3,435,536,3,2351,23895178,652649
PHL,SYR,38,97144,147376,1400,228,11020546,652649
SFO,SYR,1,82,144,1,2440,7996466,652649
PBI,SYR,1,140,141,1,1155,4691519,652649
RDU,SYR,1,28,103,1,519,721489,652649
CMH,SYR,2,55,200,2,412,1544395,652649
MCO,SYR,28,40324,54803,450,1053,1502837,652649
BDL,SYR,3,202,420,3,192,1109081,652649
ALB,SYR,5,171,559,5,119,819851,652649
BOS,SYR,1,142,180,1,264,8506878,652649
MIA,SYR,2,396,405,2,1217,9383038,652649
EWR,SYR,18,53022,82598,1791,194,17341505,652649
DFW,SYR,2,147,281,2,1337,9475022,652649
ITH,SYR,1,46,97,1,46,97239,652649
MCN,VLD,12,2069,8820,294,134,219339,110312
ATL,VLD,13,27705,51050,1701,208,3872031,110312
LRD,VCT,3,55,90,3,180,186798,109251
IAH,VCT,27,22636,47449,1614,123,4445918,109251
STL,ALO,19,19718,34632,1766,284,2655631,156495
DSM,ALO,1,13,19,1,96,462181,156495
MCW,ALO,24,764,8367,246,63,53815,156495
MSP,ALO,26,23770,58732,1729,166,2830434,156495
GJT,ALO,1,123,124,1,876,112899,156495
DBQ,ALO,16,2981,11152,328,87,87879,156495
PBI,ABE,1,124,141,1,999,4691519,714749
FLL,ABE,1,91,119,1,1041,4691519,714749
JAX,ABE,1,117,141,1,784,1064764,714749
ROA,ABE,1,65,126,1,335,277424,714749
RDU,ABE,1,39,108,1,376,721489,714749
CMH,ABE,1,78,97,1,395,1544395,714749
BDL,ABE,2,81,118,2,169,1109081,714749
MCO,ABE,16,24359,32584,265,906,1502837,714749
MEM,ABE,1,59,100,1,883,1156598,714749
SAV,ABE,3,83,150,3,670,285257,714749
JFK,ABE,2,75,249,2,87,34683010,714749
SYR,ABE,1,35,46,1,173,652649,714749
AVP,ABE,2,366,558,4,50,552211,714749
CLE,ABE,16,9480,20900,1094,339,2121415,714749
CLT,ABE,24,24979,43246,357,480,1223835,714749
BWI,ABE,1,11,100,1,121,2480971,714749
ERI,ABE,1,17,19,1,265,278114,714749
TPA,ABE,3,378,383,3,963,2254405,714749
BOS,ABE,1,125,1386,11,258,8506878,714749
MSP,ABE,2,183,223,2,948,2830434,714749
IND,ABE,2,198,241,2,577,1438091,714749
DCA,ABE,2,214,286,2,151,9079986,714749
IAD,ABE,3,88,184,4,160,9079986,714749
PIT,ABE,62,86281,165291,1392,253,2418452,714749
PVD,ABE,1,111,144,1,222,1504679,714749
SAN,ABE,1,41,144,1,2359,2766123,714749
ROC,ABE,4,194,336,4,205,1020109,714749
MKE,ABE,1,23,50,1,662,1459602,714749
MDT,ABE,49,45152,133946,1075,77,499340,714749
CVG,ABE,9,12951,30905,288,503,1978593,714749
GSO,ABE,2,150,241,2,398,599064,714749
GSP,ABE,1,44,50,1,543,524183,714749
ATL,ABE,22,77526,116251,931,692,3872031,714749
ORD,ABE,41,65072,113561,993,654,17529224,714749
DTW,ABE,75,54756,122686,1577,424,8944948,714749
FAI,ANC,65,259442,499667,3787,261,84253,311411
KTN,ANC,1,46,72,1,774,14228,311411
JFK,ANC,56,195490,275922,837,3385,34683010,311411
PDX,ANC,14,21794,33588,238,1542,1829786,311411
RNO,ANC,6,5853,11271,81,1973,315959,311411
JNU,ANC,37,88164,142154,1169,571,30143,311411
DFW,ANC,2,356,462,2,3042,9475022,311411
ADQ,ANC,27,29733,67476,697,252,14479,311411
EWR,ANC,14,37529,68980,189,3369,17341505,311411
STL,ANC,6,18158,20166,112,2936,2655631,311411
SFO,ANC,15,22799,32700,203,2018,7996466,311411
SLC,ANC,19,146831,176654,845,2125,906185,311411
SEA,ANC,130,754489,1138792,7998,1448,5831556,311411
PHX,ANC,6,11961,23310,125,2551,2930726,311411
DTW,ANC,9,20123,24395,124,2985,8944948,311411
ORD,ANC,6,28163,34930,184,2846,17529224,311411
ATL,ANC,1,131,226,1,3416,3872031,311411
MSP,ANC,24,118138,141401,718,2518,2830434,311411
LAX,ANC,10,21891,36701,224,2345,23895178,311411
EVV,AVL,2,30,60,2,330,335926,345931
HSV,AVL,1,69,97,1,246,340255,345931
ROC,AVL,1,98,100,1,591,1020109,345931
MKE,AVL,1,97,97,1,593,1459602,345931
STL,AVL,1,52,97,1,488,2655631,345931
LYH,AVL,1,25,30,1,227,220805,345931
CHA,AVL,1,61,66,1,153,460100,345931
ATL,AVL,37,91183,150758,3015,164,3872031,345931
ORD,AVL,1,22,126,1,536,17529224,345931
CLT,AVL,57,114979,212142,1741,92,1223835,345931
BWI,AVL,1,101,126,1,414,2480971,345931
ROA,AVL,2,41,80,2,193,277424,345931
IND,BWI,25,13397,29504,244,515,1438091,2480971
MSP,BWI,62,139597,181203,1266,936,2830434,2480971
MSY,BWI,49,56082,92406,744,998,1285396,2480971
LAX,BWI,43,171225,220635,1385,2329,23895178,2480971
SAT,BWI,2,2392,3410,25,1407,1650418,2480971
MCI,BWI,33,83342,106159,789,967,1795891,2480971
DCA,BWI,13,1496,2203,15,30,9079986,2480971
IAD,BWI,6,581,939,7,45,9079986,2480971
MCO,BWI,72,278189,357731,2925,787,1502837,2480971
JAN,BWI,33,54207,98907,726,888,483863,2480971
MEM,BWI,20,14664,22598,220,787,1156598,2480971
OAK,BWI,1,127,137,1,2446,3998233,2480971
PHX,BWI,28,126860,152954,994,1998,2930726,2480971
RDU,BWI,22,11260,32798,265,255,721489,2480971
SEA,BWI,3,399,481,3,2335,5831556,2480971
CMH,BWI,32,23401,92023,633,336,1544395,2480971
ICT,BWI,2,269,300,2,1129,571047,2480971
CAE,BWI,1,113,126,1,437,612073,2480971
BDL,BWI,34,46224,102260,773,283,1109081,2480971
DFW,BWI,47,233095,289841,1867,1217,9475022,2480971
DAY,BWI,5,314,521,5,406,859406,2480971
EWR,BWI,41,59592,105149,2129,169,17341505,2480971
MIA,BWI,45,112690,153888,1159,946,9383038,2480971
BOS,BWI,79,177208,310604,2487,370,8506878,2480971
TPA,BWI,71,212653,284715,2318,842,2254405,2480971
ALB,BWI,1,119,141,1,288,819851,2480971
AUS,BWI,2,66,249,2,1340,1104612,2480971
CLE,BWI,102,332506,568012,4681,314,2121415,2480971
CLT,BWI,69,307997,427929,3411,360,1223835,2480971
LGA,BWI,54,71193,148096,1243,185,34683010,2480971
JFK,BWI,42,68955,117613,3546,184,34683010,2480971
PDX,BWI,1,77,183,1,2358,1829786,2480971
SYR,BWI,2,98,244,2,273,652649,2480971
SAV,BWI,1,40,50,1,549,285257,2480971
RIC,BWI,7,610,1225,10,120,1046355,2480971
AVP,BWI,1,28,101,1,157,552211,2480971
LAS,BWI,20,47703,54849,363,2106,1161259,2480971
CVG,BWI,20,131830,178559,1074,430,1978593,2480971
MHT,BWI,32,211676,341407,2737,377,362477,2480971
BHM,BWI,29,81679,117355,860,682,1036121,2480971
GSP,BWI,1,126,142,1,425,524183,2480971
BTV,BWI,1,83,126,1,408,192689,2480971
GSO,BWI,4,349,497,4,278,599064,2480971
STL,BWI,94,395262,482527,3264,737,2655631,2480971
ROC,BWI,2,122,219,2,277,1020109,2480971
BNA,BWI,41,270829,367104,2712,587,1229700,2480971
SNA,BWI,1,121,124,1,2307,11947589,2480971
PIT,BWI,76,206615,286109,2146,210,2418452,2480971
PVD,BWI,66,466152,662393,5333,328,1504679,2480971
FLL,BWI,56,147065,194224,1586,925,4691519,2480971
PBI,BWI,19,16013,17573,150,883,4691519,2480971
PHL,BWI,30,68655,93078,734,90,11020546,2480971
SFO,BWI,38,123260,158323,975,2457,7996466,2480971
JAX,BWI,70,119037,201512,1657,663,1064764,2480971
SLC,BWI,1,127,128,1,1864,906185,2480971
DTW,BWI,69,248897,334868,2132,408,8944948,2480971
DET,BWI,11,39967,101032,692,400,8944948,2480971
ORD,BWI,104,422116,539482,3085,621,17529224,2480971
ATL,BWI,74,407042,583456,3634,576,3872031,2480971
MDW,BWI,37,259882,356928,2797,611,17529224,2480971
BUF,BWI,6,303,565,6,281,1151490,2480971
IAH,BWI,54,221185,290985,2126,1235,4445918,2480971
HOU,BWI,17,31110,37433,274,1246,4445918,2480971
ATL,BQK,13,21621,44990,1499,238,3872031,90733
MCN,BQK,1,22,30,1,162,219339,90733
STL,CMI,14,33094,50866,2676,143,2655631,200333
FWA,CMI,1,59,66,1,175,371629,200333
ORD,CMI,24,49801,81054,1527,135,17529224,200333
DTW,CMI,26,25659,41614,1222,298,8944948,200333
DEC,CMI,1,12,19,1,34,113675,200333
EKO,CMI,1,122,124,1,1446,48011,200333
PIA,CMI,1,17,66,1,86,365232,200333
TOL,CMI,1,44,46,1,258,651021,200333
BDL,CMI,1,76,100,1,825,1109081,200333
SLC,CMI,4,431,496,4,1247,906185,200333
IND,CMI,1,21,66,1,108,1438091,200333
BMI,CMI,30,8701,20302,578,46,143366,200333
MSP,CMI,1,26,34,1,419,2830434,200333
PVD,CLT,44,78906,92783,718,683,1504679,1223835
PIT,CLT,84,335892,499493,3890,366,2418452,1223835
STL,CLT,95,161283,260413,2597,575,2655631,1223835
PNS,CLT,45,95389,126702,1115,489,401776,1223835
MKE,CLT,27,56576,71676,713,651,1459602,1223835
ROC,CLT,44,59295,80109,669,572,1020109,1223835
BNA,CLT,60,132015,193853,1768,329,1229700,1223835
SAN,CLT,13,38687,45290,359,2077,2766123,1223835
LAS,CLT,14,40366,46064,365,1917,1161259,1223835
GSO,CLT,80,164045,290812,2684,82,599064,1223835
GSP,CLT,67,126711,238866,2028,76,524183,1223835
MDT,CLT,34,64779,89079,726,412,499340,1223835
CHS,CLT,57,215945,315491,2514,168,542232,1223835
MGM,CLT,1,61,126,1,373,334554,1223835
MHT,CLT,1,56,100,1,737,362477,1223835
CRW,CLT,6,273,709,6,220,311540,1223835
HSV,CLT,33,62567,123343,1264,334,340255,1223835
BHM,CLT,45,96497,170947,1641,352,1036121,1223835
BGM,CLT,1,20,100,1,551,248959,1223835
CVG,CLT,1,144,149,1,335,1978593,1223835
PHL,CLT,97,391937,537571,3895,447,11020546,1223835
SFO,CLT,27,123193,175506,1067,2296,7996466,1223835
MYR,CLT,53,200762,301708,2273,156,174555,1223835
JAX,CLT,88,230351,302922,2131,329,1064764,1223835
FLL,CLT,39,216123,252253,1939,632,4691519,1223835
PBI,CLT,41,179673,220068,1628,590,4691519,1223835
ABE,CLT,26,32071,43016,361,480,714749,1223835
LGA,CLT,69,345222,420812,3345,543,34683010,1223835
SYR,CLT,21,37124,44552,364,603,652649,1223835
SAV,CLT,55,163598,231038,1825,214,285257,1223835
RIC,CLT,57,181805,267949,2098,256,1046355,1223835
JFK,CLT,1,98,142,1,541,34683010,1223835
CLE,CLT,56,121523,178361,1503,430,2121415,1223835
BWI,CLT,67,278219,376397,2992,360,2480971,1223835
AVL,CLT,57,122050,212945,1748,92,345931,1223835
TYS,CLT,38,70291,133900,1354,177,602012,1223835
DTW,CLT,95,197375,325709,3204,500,8944948,1223835
ATL,CLT,108,442996,692890,5533,227,3872031,1223835
ORD,CLT,101,304154,411267,3320,599,17529224,1223835
BUF,CLT,54,102863,137472,1040,546,1151490,1223835
IAH,CLT,51,124714,230336,1852,913,4445918,1223835
DCA,CLT,82,292292,440140,3409,330,9079986,1223835
ILM,CLT,55,147701,227231,2056,185,257649,1223835
IAD,CLT,65,112202,206823,1830,321,9079986,1223835
MCI,CLT,55,136179,176027,1439,809,1795891,1223835
CHA,CLT,33,54617,102757,1040,242,460100,1223835
MSY,CLT,54,139432,175820,1442,651,1285396,1223835
LAX,CLT,32,167108,231982,1303,2125,23895178,1223835
MSP,CLT,52,95165,142820,1417,930,2830434,1223835
IND,CLT,62,150279,212156,1769,428,1438091,1223835
FAY,CLT,45,82353,151311,1420,118,314572,1223835
BDL,CLT,55,158862,192401,1447,643,1109081,1223835
RDU,CLT,73,203483,358693,3042,130,721489,1223835
CMH,CLT,59,119365,160765,1429,346,1544395,1223835
CAE,CLT,50,132446,243975,2036,89,612073,1223835
SEA,CLT,14,40095,46270,365,2279,5831556,1223835
PHX,CLT,13,43753,56088,445,1774,2930726,1223835
ROA,CLT,38,77489,142800,1370,155,277424,1223835
MCO,CLT,68,373808,468458,3117,468,1502837,1223835
MEM,CLT,44,125172,177900,1704,512,1156598,1223835
BOS,CLT,87,324873,445861,3424,727,8506878,1223835
MIA,CLT,51,194790,245927,1951,651,9383038,1223835
TPA,CLT,52,275665,329439,2517,508,2254405,1223835
ALB,CLT,18,40574,51253,363,645,819851,1223835
CAK,CLT,1,28,144,1,394,687989,1223835
EWR,CLT,117,253036,379555,3447,528,17341505,1223835
TOL,CLT,1,140,149,1,466,651021,1223835
DAY,CLT,45,54428,81157,714,370,859406,1223835
DFW,CLT,67,289137,436594,3534,937,9475022,1223835
MSP,CLE,75,131266,240492,2771,622,2830434,2121415
LAX,CLE,29,137692,179872,1407,2053,23895178,2121415
MSY,CLE,27,26599,38054,362,917,1285396,2121415
BFF,CLE,1,119,124,1,1124,36892,2121415
SBN,CLE,24,16726,25104,1301,232,308160,2121415
IAD,CLE,23,16283,26050,1338,288,9079986,2121415
MCI,CLE,54,56446,94236,949,695,1795891,2121415
DCA,CLE,58,102744,179716,1599,310,9079986,2121415
GRR,CLE,25,30259,52581,1782,214,711725,2121415
IND,CLE,64,66327,121709,2182,261,1438091,2121415
BWI,CLE,103,327573,569409,4661,314,2480971,2121415
CLT,CLE,53,117255,184522,1525,430,1223835,2121415
AZO,CLE,16,12660,24047,1261,200,305264,2121415
LAS,CLE,40,109480,136829,1030,1825,1161259,2121415
TYS,CLE,1,63,144,1,403,602012,2121415
JFK,CLE,38,46713,92924,1423,425,34683010,2121415
RIC,CLE,21,10695,19783,929,362,1046355,2121415
LGA,CLE,57,162155,253577,2190,418,34683010,2121415
SYR,CLE,17,25495,43690,1460,317,652649,2121415
ABE,CLE,15,9865,20649,1083,339,714749,2121415
AVP,CLE,14,7117,17008,894,318,552211,2121415
MIA,CLE,34,68851,94893,738,1080,9383038,2121415
RNO,CLE,1,142,149,1,1987,315959,2121415
BOS,CLE,49,115677,211526,1677,563,8506878,2121415
OMA,CLE,6,649,774,6,729,742096,2121415
FNT,CLE,15,11513,19432,1021,145,435691,2121415
ERI,CLE,18,16322,24229,1270,98,278114,2121415
TPA,CLE,47,99420,117029,927,927,2254405,2121415
CAK,CLE,29,27332,42241,1999,40,687989,2121415
ALB,CLE,15,15251,26456,881,424,819851,2121415
EWR,CLE,65,222287,335743,2743,404,17341505,2121415
TOL,CLE,27,16095,29011,1302,102,651021,2121415
DFW,CLE,63,147805,258273,2035,1021,9475022,2121415
DAY,CLE,31,29864,49270,1929,162,859406,2121415
ITH,CLE,1,37,100,1,288,97239,2121415
SEA,CLE,10,12641,17357,135,2021,5831556,2121415
CMH,CLE,62,27372,47240,1752,112,1544395,2121415
PHX,CLE,43,115451,142967,1124,1737,2930726,2121415
RDU,CLE,27,26758,43441,1025,416,721489,2121415
MBS,CLE,16,15838,28004,1471,186,210032,2121415
BDL,CLE,60,59815,113423,1238,475,1109081,2121415
MTJ,CLE,1,33,104,1,1392,30790,2121415
MEM,CLE,35,14639,28098,289,622,1156598,2121415
MCO,CLE,60,185088,254300,2089,895,1502837,2121415
LAN,CLE,23,20383,32708,1553,170,450303,2121415
DTW,CLE,139,166416,323609,5462,95,8944948,2121415
ATL,CLE,90,293813,432457,3884,554,3872031,2121415
BUF,CLE,23,36622,58595,1950,192,1151490,2121415
MDW,CLE,93,362435,559818,4689,307,17529224,2121415
ORD,CLE,171,448307,700588,5560,316,17529224,2121415
IAH,CLE,53,278647,359605,2843,1091,4445918,2121415
HOU,CLE,8,132,1539,12,1107,4445918,2121415
PHL,CLE,98,134800,299177,2819,363,11020546,2121415
SFO,CLE,25,82532,110631,872,2161,7996466,2121415
SLC,CLE,8,1980,2928,28,1565,906185,2121415
LBF,CLE,1,117,124,1,980,34913,2121415
ACY,CLE,12,33647,45105,365,406,237988,2121415
JAX,CLE,1,77,126,1,753,1064764,2121415
MYR,CLE,7,8332,14882,126,557,174555,2121415
FLL,CLE,34,72644,85585,700,1062,4691519,2121415
PBI,CLE,14,15503,18712,163,1020,4691519,2121415
MDT,CLE,26,13737,28182,1104,280,499340,2121415
GSO,CLE,15,12407,26698,890,381,599064,2121415
CRW,CLE,2,72,84,2,210,311540,2121415
CVG,CLE,40,149291,294598,3662,221,1978593,2121415
BTV,CLE,10,656,1750,35,489,192689,2121415
FWA,CLE,14,12716,23164,1218,177,371629,2121415
GSP,CLE,1,116,128,1,450,524183,2121415
MHT,CLE,3,320,344,3,544,362477,2121415
PIT,CLE,79,68562,148238,2177,105,2418452,2121415
RAP,CLE,1,123,124,1,1091,108937,2121415
PVD,CLE,45,68610,99111,882,540,1504679,2121415
BNA,CLE,50,125644,187130,1931,448,1229700,2121415
STL,CLE,117,268269,469633,3897,487,2655631,2121415
SAN,CLE,20,22726,36876,350,2026,2766123,2121415
LEX,CLE,17,11146,21047,1100,275,383065,2121415
MKE,CLE,52,58293,112199,2400,328,1459602,2121415
ROC,CLE,20,22313,43634,1464,245,1020109,2121415
SNA,CLE,2,262,274,2,2033,11947589,2121415
ANC,FAI,62,262702,505989,3943,261,311411,84253
JFK,FAI,3,1025,1484,4,3278,34683010,84253
SEA,FAI,15,59539,79380,567,1533,5831556,84253
DTW,FAI,1,377,418,1,2906,8944948,84253
MSP,FAI,4,15149,17058,89,2466,2830434,84253
ATW,GRB,2,234,300,3,25,194863,268695
MSN,GRB,1,12,66,1,111,498146,268695
MEM,GRB,1,79,125,1,658,1156598,268695
BDL,GRB,2,212,300,3,798,1109081,268695
EKO,GRB,3,345,372,3,1425,48011,268695
BOS,GRB,2,162,250,2,872,8506878,268695
CWA,GRB,14,4868,17820,279,78,123082,268695
EWR,GRB,3,389,475,4,757,17341505,268695
SLC,GRB,3,351,372,3,1237,906185,268695
LBF,GRB,2,243,248,2,679,34913,268695
TVC,GRB,1,45,100,1,127,123663,268695
RAP,GRB,5,588,620,5,740,108937,268695
PIT,GRB,2,61,178,2,488,2418452,268695
MKE,GRB,3,73,232,3,107,1459602,268695
DTW,GRB,66,99410,145165,1544,288,8944948,268695
ORD,GRB,45,115095,178084,2995,174,17529224,268695
MDW,GRB,1,132,149,1,188,17529224,268695
LGA,GRB,3,240,300,3,769,34683010,268695
CLT,GRB,1,76,100,1,744,1223835,268695
AZO,GRB,1,72,125,1,202,305264,268695
MSP,GRB,82,86463,154409,1983,252,2830434,268695
MSY,GRB,1,108,167,1,1006,1285396,268695
LAN,AZO,39,11118,38539,335,62,450303,305264
MEM,AZO,1,78,78,1,550,1156598,305264
MKG,AZO,2,14,136,4,73,166849,305264
SLC,AZO,1,121,122,1,1368,906185,305264
TVC,AZO,1,44,64,1,173,123663,305264
DTW,AZO,80,86630,162672,2797,113,8944948,305264
ORD,AZO,35,77761,154684,2736,122,17529224,305264
DLH,AZO,1,8,69,1,456,267894,305264
GRR,AZO,2,33,60,2,45,711725,305264
SBN,AZO,1,14,78,1,54,308160,305264
MSP,AZO,62,40656,62123,662,426,2830434,305264
RFD,AZO,11,206,850,25,182,306413,305264
CLE,AZO,16,12365,24397,1280,200,2121415,305264
MSO,FCA,21,11739,36308,644,97,88907,71888
SEA,FCA,12,29085,46492,674,379,5831556,71888
GEG,FCA,10,6491,10022,270,160,408221,71888
BIL,FCA,1,24,69,1,320,135639,71888
SLC,FCA,12,80611,108323,727,532,906185,71888
GTF,FCA,1,31,69,1,146,78558,71888
MSP,FCA,12,10350,13356,137,1025,2830434,71888
EKO,FCA,11,1210,1577,13,523,48011,71888
HLN,FCA,4,11653,18029,121,159,63705,71888
JNU,KTN,13,25402,69216,495,234,30143,14228
SEA,KTN,36,101451,164011,1326,680,5831556,14228
PVD,TYS,1,87,142,1,791,1504679,602012
PIT,TYS,1,94,142,1,382,2418452,602012
BHM,TYS,1,60,100,1,221,1036121,602012
CVG,TYS,1,77,100,1,226,1978593,602012
STL,TYS,43,40659,89556,1101,405,2655631,602012
LEX,TYS,2,68,103,2,157,383065,602012
BNA,TYS,7,576,926,8,152,1229700,602012
SNA,TYS,1,81,180,1,1924,11947589,602012
PNS,TYS,1,139,142,1,412,401776,602012
ATL,TYS,47,362842,526024,3821,152,3872031,602012
ORD,TYS,30,64993,113245,1027,475,17529224,602012
DTW,TYS,67,43905,67593,966,443,8944948,602012
LGA,TYS,6,9813,35138,276,647,34683010,602012
PWM,TYS,1,58,142,1,906,465099,602012
SYR,TYS,1,48,149,1,656,652649,602012
CLT,TYS,43,62373,134720,1359,177,1223835,602012
CLE,TYS,2,153,284,2,403,2121415,602012
LAX,TYS,1,129,182,1,1949,23895178,602012
MSP,TYS,2,192,267,2,792,2830434,602012
DCA,TYS,2,313,366,2,436,9079986,602012
CHA,TYS,1,86,142,1,87,460100,602012
MCI,TYS,1,103,142,1,636,1795891,602012
LIT,TYS,1,149,149,1,471,579683,602012
OKC,TYS,2,221,284,2,766,1052642,602012
PHL,TYS,4,463,547,4,554,11020546,602012
JAX,TYS,1,96,100,1,391,1064764,602012
FLL,TYS,2,177,283,2,708,4691519,602012
PHX,TYS,1,134,180,1,1599,2930726,602012
MEM,TYS,43,44682,81985,889,342,1156598,602012
MCO,TYS,11,16434,31054,245,532,1502837,602012
BDL,TYS,1,142,142,1,741,1109081,602012
DFW,TYS,1,12,100,1,772,9475022,602012
OMA,TYS,1,148,149,1,747,742096,602012
MIA,TYS,1,68,142,1,724,9383038,602012
BOS,TYS,1,219,302,1,830,8506878,602012
TPA,TYS,1,194,194,1,547,2254405,602012
RST,LSE,30,2086,9606,271,62,154991,121692
BNA,LSE,2,149,200,2,587,1229700,121692
CID,LSE,2,43,134,2,139,228316,121692
ABQ,LSE,1,141,149,1,1020,692551,121692
IAD,LSE,1,100,100,1,792,9079986,121692
MSP,LSE,78,71638,137070,2636,120,2830434,121692
MEM,LSE,2,207,340,2,613,1156598,121692
ATW,LSE,1,26,34,1,139,194863,121692
PIA,LSE,1,29,34,1,236,365232,121692
CWA,LSE,1,29,102,3,101,123082,121692
AZO,LSE,1,12,69,1,310,305264,121692
GRB,LSE,1,32,34,1,161,268695,121692
CLT,LSE,1,50,100,1,811,1223835,121692
BWI,LSE,1,26,100,1,822,2480971,121692
LGA,LSE,1,72,78,1,914,34683010,121692
DTW,LSE,2,277,315,2,416,8944948,121692
DBQ,LSE,2,67,92,2,105,87879,121692
ORD,LSE,21,26601,50208,1154,215,17529224,121692
ATL,LSE,3,369,398,3,796,3872031,121692
TVC,LSE,1,17,34,1,287,123663,121692
DTW,LAF,26,4197,12512,365,224,8944948,171034
FWA,LAF,16,1698,7650,225,100,371629,171034
LGA,LFT,6,656,794,6,1251,34683010,233598
CLE,LFT,2,208,232,2,958,2121415,233598
DTW,LFT,1,77,103,1,957,8944948,233598
ATL,LFT,8,317,448,10,503,3872031,233598
ORD,LFT,2,242,298,2,843,17529224,233598
IAH,LFT,52,98348,170517,3644,201,4445918,233598
EWR,LFT,2,177,269,2,1234,17341505,233598
DFW,LFT,23,56901,97746,2992,351,9475022,233598
TUL,LFT,1,62,103,1,471,831724,233598
TYR,LFT,1,26,68,2,250,168070,233598
PIT,LFT,1,48,103,1,970,2418452,233598
MKE,LFT,1,34,104,1,907,1459602,233598
PNS,LFT,1,60,103,1,287,401776,233598
CVG,LFT,1,27,50,1,738,1978593,233598
BHM,LFT,1,69,103,1,385,1036121,233598
GSO,LFT,2,193,206,2,807,599064,233598
MCO,LFT,1,102,141,1,655,1502837,233598
RDU,LFT,1,88,103,1,859,721489,233598
GTR,LFT,1,9,60,2,300,61045,233598
BPT,LFT,1,12,34,1,123,375135,233598
MEI,LFT,12,16544,41790,1393,241,104919,233598
GPT,LFT,2,60,96,2,175,230690,233598
FLL,LFT,1,108,128,1,776,4691519,233598
